REGISTRY_ID,Previous_S,Source,Location_S,New_,LOCATION_ADDRESS,PRIMARY_NAME,CITY_NAME,COUNTY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,FAC_COLLEC,LONGITUDE83,FAC_ACCURACY,FAC_REFERENCE,AIR,FAC_DERIVE,AIRS_AFS,E_GGRT,EIS,ICIS,ICIS_old,NPDES,OSHA_OIS,RCRAINFO,RMP,SEMS_CERCL,TRIS,NAICS1,TX_TCEQ_AC,NAICS2,NAICS3,NAICS4,NAICS5,ID,NAICS6,lat_merge,lon_merge,edf_source,latlon_merge_src,FIPS_CODE,CENSUS_BLOCK_CODE,HDATUM_DESC,GC_postal_code,GC_location_address,GC_location_type,GC_geocode_result,GC_geocode_attempt,GC_lat,GC_lng
110000461786,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,14822 HOOPER RD.,SYNTECH CHEMICALS INC,HOUSTON,HARRIS,TX,77047,29.58996,ADDRESS MATCHING-HOUSE NUMBER,-95.40474,30,CENTER OF A FACILITY OR STATION,TX0000004820101319,12040204,4820101319,NA,6679611,0,NA,NA,NA,TXD980626691,100000243961,NA,77047SYNTC14822,325199,RN100664994,325998,NA,NA,NA,215,NA,29.5899600007,-95.40474,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000461802,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,6121 ALMEDA GENOA RD.,SOLENIS INDUSTRIAL WATER DIVISION,HOUSTON,HARRIS,TX,77048,29.621667,INTERPOLATION - DIGITAL MAP SRCE (TIGER),-95.3125,25,CENTER OF FACILITY,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD079388955,100000041475,NA,77048DRWCH6121A,325998,RN101475440,NA,NA,NA,NA,216,NA,29.6216670006,-95.3124999998,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000461839,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,17335 WALLISVILLE RD.,CRAY VALLEY USA LLC,HOUSTON,HARRIS,TX,77049,29.82416,ADDRESS MATCHING-HOUSE NUMBER,-95.11378,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD981901713,NA,NA,77049NTRSN17335,325211,RN102342813,NA,NA,NA,NA,217,NA,29.8241600006,-95.1137799991,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000461857,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2434 HOLMES ROAD,CCP COMPOSITES US,HOUSTON,HARRIS,TX,77051,29.67204,ADDRESS MATCHING-HOUSE NUMBER,-95.39162,30,CENTER OF A FACILITY OR STATION,TX0000004820100818,12040104,4820100818,NA,NA,0,NA,NA,NA,TXD000807875,NA,NA,77051FRMNC2434H,325211,RN100692219,325998,NA,NA,NA,218,NA,29.6720400002,-95.3916199999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000461884,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,15200 ALMEDA ROAD,AKZO NOBEL SURFACE CHEMISTRY LLC,HOUSTON,HARRIS,TX,77053,29.583889,INTERPOLATION-PHOTO,-95.433889,25,CENTER OF FACILITY,TX0000004815700021,12040204,NA,NA,4853011,0,NA,NA,NA,TXD065078826,NA,NA,77053WTCRG15200,325613,RN100219393,326130,NA,NA,NA,219,NA,29.5838890002,-95.4338889996,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000461893,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2921 CORDER STREET,KIK (HOUSTON) INC.,HOUSTON,HARRIS,TX,77054,29.693106,INTERPOLATION-PHOTO,-95.386024,25,PLANT ENTRANCE (GENERAL),0,12040104,NA,NA,6680211,0,NA,NA,NA,TXR000061200,100000141526,NA,77054LBBCN2903D,325611,RN100880327,NA,NA,NA,NA,220,NA,29.6931060006,-95.386024,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000461900,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9011 EAST ALMEDA RD,ALLCHEM SERVICES,HOUSTON,HARRIS,TX,77054,29.675771,ADDRESS MATCHING-HOUSE NUMBER,-95.394859,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TX0000385666,NA,NA,77054LLCHM9011E,325199,NA,325314,NA,NA,NA,221,NA,29.675771,-95.3948589999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000461937,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2601 SPENWICK DR.,CAPITAL SOUTHWEST RECTORSEAL,HOUSTON,HARRIS,TX,77055,29.82151,ADDRESS MATCHING-HOUSE NUMBER,-95.49036,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,"6680411,missing NEI",0,NA,NA,339923260,TXD008083099,NA,NA,77055RCTRS2601S,325520,RN100701812,NA,NA,NA,NA,222,NA,29.8215100004,-95.4903599999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000461955,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6900 NELMS AVENUE,CIM INDUSTRIES,HOUSTON,HARRIS,TX,77061,29.64038,ADDRESS MATCHING-HOUSE NUMBER,-95.30275,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD980624340,NA,NA,77061BTZLB6900N,325998,NA,NA,NA,NA,NA,223,NA,29.64038,-95.3027499995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462017,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1413 E. RICHEY RD.,HOBAS PIPE USA,HOUSTON,HARRIS,TX,77073,29.99744,ADDRESS MATCHING-HOUSE NUMBER,-95.38429,30,CENTER OF A FACILITY OR STATION,TX0000004820100438,12040104,4820100438,NA,4777411,0,NA,NA,NA,TXD987973047,NA,NA,77073HBSSN1413R,326122,RN102540812,NA,NA,NA,NA,224,NA,29.9974400003,-95.3842899999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462053,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11623 N HOUSTON ROSSLYN RD,PILOT CHEMICAL CO,HOUSTON,HARRIS,TX,77086,29.903405,ADDRESS MATCHING-HOUSE NUMBER,-95.49584,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820100455,12040104,NA,NA,6680611,0,NA,NA,NA,TXD000014977,100000193532,NA,77086PLTND11623,325199,RN100214618,325611,NA,NA,NA,225,NA,29.9034050001,-95.4958399991,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462080,Keep geocoded location,ECHO/FRS,Keep Geocoded Location,N,3530 LANG ROAD,PPG ARCHITECTURAL COATINGS,HOUSTON,HARRIS,TX,77092,29.825,GPS - UNSPECIFIED,-95.488,103,ADMINISTRATIVE BUILDING,0,12040104,NA,NA,9137311,0,NA,NA,NA,TXD026627919,NA,NA,77092MNRCH3530L,325510,RN102459823,NA,NA,NA,NA,226,NA,29.825113788,-95.4879759637,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462231,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,2000 GOODYEAR DR,GOODYEAR TIRE AND RUBBER COMPANY,HOUSTON,HARRIS,TX,77017,29.704391,NA,-95.255214,17600,CENTER OF A FACILITY OR STATION,TX0000004820100088,12040104,4820100088,NA,4941211,0,NA,NA,340437532,TXD008077562,100000077347,NA,77262GDYRT2000G,325212,RN100870898,NA,NA,NA,NA,227,NA,29.7043909999,-95.2552140001,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462268,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6001 ANTOINE DRIVE,INTERNATIONAL PAINT INCORPORATED,HOUSTON,HARRIS,TX,77091,29.85515,ADDRESS MATCHING-HOUSE NUMBER,-95.47341,30,CENTER OF A FACILITY OR STATION,TX0000004820100107,12040104,4820100107,NA,4018811,0,NA,NA,NA,TXD008071466,NA,NA,77292NTRNT6001A,325510,RN100211333,NA,NA,NA,NA,228,NA,29.8551499999,-95.4734099997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462295,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5150 JEFFERSON CHEMICAL RD.,CONTAINMENT SOLUTIONS,CONROE,MONTGOMERY,TX,77301,30.31742,ADDRESS MATCHING-HOUSE NUMBER,-95.38766,30,CENTER OF A FACILITY OR STATION,TX0000004833900016,12040101,4833900016,NA,NA,0,NA,NA,NA,TXD057187130,NA,NA,77301WNSCRJEFFE,326121,RN100214378,NA,NA,NA,NA,229,NA,30.3174200003,-95.3876599992,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462339,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5450 JEFFERSON CHEMICAL RD,DRILLING SPECIALTIES CO ALAMO PLANT,CONROE,MONTGOMERY,TX,77301,30.31463,ADDRESS MATCHING-HOUSE NUMBER,-95.38883,30,CENTER OF A FACILITY OR STATION,TX0000004833900041,12040101,NA,NA,4832811,0,NA,NA,NA,TXD980628051,100000036533,NA,77303LMMNFJEFFE,325199,RN100216381,NA,NA,NA,NA,230,NA,30.3146300003,-95.3888299991,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462375,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,10625 MAHAFFEY RD.,AMERICAN COATINGS INC,TOMBALL,HARRIS,TX,77375,30.09207,ADDRESS MATCHING-HOUSE NUMBER,-95.57795,30,CENTER OF A FACILITY OR STATION,0,12040102,NA,NA,"6681411,missing NEI",0,NA,NA,NA,TXR000018994,NA,NA,77375MRCNC10625,325510,RN100213032,NA,NA,NA,NA,231,NA,30.0920700007,-95.5779499993,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462393,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11111 INKJET WAY,INKJET INC,WILLIS,MONTGOMERY,TX,77378,30.40857,ADDRESS MATCHING-HOUSE NUMBER,-95.43052,30,CENTER OF A FACILITY OR STATION,0,12040103,NA,NA,"7651311,missing NEI",0,NA,NA,NA,0,NA,NA,77378NKJTN4211F,325910,RN105125652,NA,NA,NA,NA,232,NA,30.40857,-95.4305199995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462400,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,9733 MEADOR RD.,CONROE PLANT,CONROE,MONTGOMERY,TX,77303,30.38003,ADDRESS MATCHING-HOUSE NUMBER,-95.46254,30,CENTER OF A FACILITY OR STATION,0,12040101,NA,NA,9125011,0,0,NA,NA,TX0000328880,NA,NA,77378SYNRGMEADO,42469,NA,424690,325991,0,0,233,0,30.3800300005,-95.46254,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462428,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2400 SPRING STUEBNER RD.,POLYFOAM PRODS  INC,SPRING,HARRIS,TX,77389,30.08285,ADDRESS MATCHING-HOUSE NUMBER,-95.45254,30,CENTER OF A FACILITY OR STATION,0,12040102,NA,NA,"3739111,missing NEI",0,NA,NA,NA,0,NA,NA,77389PLYFR2400S,325991,NA,NA,NA,NA,NA,234,NA,30.0828500002,-95.4525399995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462437,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,1918 BAKER RD.,CRAIG BAKER MARBLE CO INC,BARKER,HARRIS,TX,77413,29.7596,INTERPOLATION-PHOTO,-95.7042,18520,CENTER OF A FACILITY OR STATION,TX0000004820101516,12040104,NA,NA,4058011,0,0,NA,NA,0,NA,NA,77413CRGBK1918B,327991,NA,325991,0,0,0,235,0,29.7596000001,-95.7042,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462464,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,18407 TELGE ROAD,BOLFING BROTHERS MARBLE INC,CYPRESS,HARRIS,TX,77429,30.03988,ADDRESS MATCHING-HOUSE NUMBER,-95.65975,30,CENTER OF A FACILITY OR STATION,TX0000004820100473,12040102,4820100473,NA,"6695811,missing NEI",0,NA,NA,NA,TXD082687963,NA,NA,77429BLFNG18407,326191,NA,NA,NA,NA,NA,236,NA,30.0398800007,-95.6597499998,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462605,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,4403 PASADENA FREEWAY,OXY VINYLS LP HOUSTON OPERATIONS PASADENA PVC PLANT,PASADENA,HARRIS,TX,77503,29.725667,INTERPOLATION-MAP,-95.151667,50,CENTER OF FACILITY,TX0000004820100406,12040104,4820100406,1001710,4926411,0,NA,NA,NA,TXD043749092,100000084794,NA,77501CCDNT4403L,325211,RN102518065,325991,NA,NA,NA,237,NA,29.7256670006,-95.1516669995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462623,Keep source location,ECHO/FRS,Keep source,N,3503 PASADENA FWY,INEOS AMERICAS PASADENA SITE,PASADENA,HARRIS,TX,77503,29.73,INTERPOLATION-SATELLITE,-95.154722,200,CENTER OF A FACILITY OR STATION,TX0000004820100186,12040104,4820100186,NA,6421511,0,NA,NA,NA,TXD093565653,NA,NA,77501GRGGL3503P,325110,RN100213958,325199,NA,NA,NA,238,NA,29.729621326,-95.1560296877,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462641,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,3310 PASADENA BLVD,BAYER CROPSCIENCE,PASADENA,HARRIS,TX,77503,29.68142,ADDRESS MATCHING-HOUSE NUMBER,-95.16291,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,NA,0,NA,NA,NA,TXD987988854,NA,NA,77502FRDSC3310P,325320,RN102521820,NA,NA,NA,NA,239,NA,29.6814200007,-95.1629099992,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462678,Keep source location,ECHO/FRS,Keep source,N,1500 NORTH SOUTH STREET,PURITY ISOBUTYLENE PLANT,PASADENA,HARRIS,TX,77503,29.738611,CLASSICAL SURVEYING TECHNIQUES,-95.166944,31,NA,TX0000004820101459,12040104,NA,NA,"6693011,missing NEI",0,NA,NA,NA,TXR000012856,NA,NA,77503MCCHM1500N,325110,NA,NA,NA,NA,NA,240,NA,29.7382322079,-95.1682517527,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462687,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,3000 N SOUTH AVE,SUNEDISON POLYSILICON FACILITY,PASADENA,HARRIS,TX,77503,29.74258,ADDRESS MATCHING-HOUSE NUMBER,-95.17203,30,CENTER OF A FACILITY OR STATION,TX0000004820101473,12040104,NA,NA,"6421911,missing NEI",0,0,NA,NA,TXR000007088,NA,NA,77503MMCPS3000N,325188,NA,325180,541715,32518,0,241,0,29.7425800001,-95.17203,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462696,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,223 NORTH BROCKMAN,MACDERMID,PASADENA,HARRIS,TX,77506,29.71554,ADDRESS MATCHING-HOUSE NUMBER,-95.21687,30,CENTER OF A FACILITY OR STATION,0,12040104,NA,NA,6693111,0,NA,NA,337988018,TXD098885007,NA,NA,77506BYPRT223NB,325110,RN101467546,NA,NA,NA,NA,242,NA,29.7155399999,-95.2168699995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462703,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,111 RED BLUFF ROAD,PASADENA REFINING SYSTEM INC,PASADENA,HARRIS,TX,77506,29.723889,NA,-95.208888,17600,CENTER OF A FACILITY OR STATION,TX0000004820100006,12040104,4820100006,1005903,4941011,2926,NA,TX0004626,315724740,TXD008091290,NA,TXN000607355,77506CRWNC111RE,324110,RN105230189,NA,NA,NA,NA,243,NA,29.7238890001,-95.2088879991,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462712,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1050 JEFFERSON RD.,TESSENDERLO KERLEY INC,PASADENA,HARRIS,TX,77506,29.742721,INTERPOLATION-PHOTO,-95.185312,25,CENTER OF FACILITY,0,12040104,NA,NA,"6695911,missing NEI",0,NA,NA,NA,0,NA,NA,77506KRLYG1050J,325311,RN100861012,NA,NA,NA,NA,244,NA,29.7427209999,-95.1853119994,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462730,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,1400 JEFFERSON RD,CHEVRON PHILLIPS CHEMICAL CO - PASADENA PLASTICS COMPLEX,PASADENA,HARRIS,TX,77506,29.731,NA,-95.189,17600,CENTER OF A FACILITY OR STATION,TX0000004820100048,12040104,NA,NA,3737311,0,NA,NA,NA,TXD008098725,100000126375,NA,77506PHLLP1400J,325199,RN102018322,325110,NA,NA,NA,245,NA,29.7310000005,-95.1889999997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462758,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11400 BAY AREA BOULEVARD,AIR LIQUIDE LARGE INDUSTRIES USLP,PASADENA,HARRIS,TX,77507,29.623333,NA,-95.045833,17600,CENTER OF A FACILITY OR STATION,TX0000004820100073,12040204,4820100073,1006711,4925011,0,NA,NA,NA,TXD096026612,NA,NA,77507BGTHR11400,325120,RN100233998,NA,NA,NA,NA,246,NA,29.623333,-95.0458329999,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462767,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9640 BAYPORT BOULEVARD,CALGON CORPORATION SUB MERCK AND CO,PASADENA,HARRIS,TX,77507,29.61906,ADDRESS MATCHING-HOUSE NUMBER,-95.06157,30,CENTER OF A FACILITY OR STATION,TX0000004820100182,12040204,4820100182,NA,NA,0,NA,NA,NA,TXD086476850,NA,NA,77507CLGNC9640B,325199,NA,NA,NA,NA,NA,247,NA,29.6190600004,-95.0615699997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462776,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5757 UNDERWOOD ROAD,SYNGENTA CROP PROTECTION - BAY PORT SITE,PASADENA,HARRIS,TX,77507,29.62558,ADDRESS MATCHING-HOUSE NUMBER,-95.08701,30,CENTER OF A FACILITY OR STATION,TX0000004820100300,12040204,4820100300,NA,"6615611,missing NEI",0,NA,NA,NA,TXD082016031,NA,NA,77507CMRCS5757U,325320,RN102344355,NA,NA,NA,NA,248,NA,29.6255800006,-95.0870099992,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462794,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,11002 CHOATE RD,E R CARPENTER - ROGER W POWELL PLANT,PASADENA,HARRIS,TX,77507,29.62001,ADDRESS MATCHING-HOUSE NUMBER,-95.0455,30,CENTER OF A FACILITY OR STATION,TX0000004820100292,12040204,4820100292,NA,4168111,0,NA,NA,NA,TXD077874576,100000055762,NA,77507CRPNT11002,325199,RN100210830,325110,325998,NA,NA,249,NA,29.6200100005,-95.0454999995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462810,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9675 BAYPORT BOULEVARD,DIANAL AMERICA INCORPORATED,PASADENA,HARRIS,TX,77507,29.614166,CLASSICAL SURVEYING TECHNIQUES,-95.057777,4,CENTER OF FACILITY,TX0000004820101294,12040204,4820101294,NA,6693211,0,NA,NA,342957941,TXD988057683,NA,NA,77507DNLMR9675B,325211,RN100677731,NA,NA,NA,NA,250,NA,29.614166,-95.0577769995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462829,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,10701 BAY AREA BLVD,DIXIE CHEMICAL COMPANY INC,PASADENA,HARRIS,TX,77507,29.61051,ADDRESS MATCHING-HOUSE NUMBER,-95.05005,30,CENTER OF A FACILITY OR STATION,TX0000004820100078,12040204,4820100078,NA,NA,0,NA,NA,NA,TXD008088247,NA,NA,0,325199,RN103151445,NA,NA,NA,NA,251,NA,29.6105100001,-95.05005,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462838,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12000 BAY AREA BLVD.,PEROXYCHEM LLC BAYPORT PLANT,PASADENA,HARRIS,TX,77507,29.62524,ADDRESS MATCHING-HOUSE NUMBER,-95.04498,30,CENTER OF A FACILITY OR STATION,TX0000004820100094,12040204,NA,NA,6429011,0,NA,NA,NA,TXD083570051,NA,NA,77507FMCCR12000,325110,RN100215417,NA,NA,NA,NA,252,NA,29.6252400002,-95.0449799998,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462847,Keep source location,ECHO/FRS,Keep source,N,12212 PORT DR,TOTAL PETROCHEMICALS USA INC - BAYPORT HDPE PLANT,PASADENA,HARRIS,TX,77507,29.64517,NA,-95.057023,17483,NA,TX0000004820101394,12040204,4820101394,NA,NA,0,NA,NA,NA,TXD988079091,100000130208,NA,77507FNLCH12212,325211,RN100909373,325110,NA,NA,NA,253,NA,29.6026060282,-95.0145517221,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462856,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,13441 BAY AREA BOULEVARD,THE GOODYEAR TIRE & RUBBER CO BAYPORT CHEMICAL PLANT,PASADENA,HARRIS,TX,77507,29.6469,INTERPOLATION-MAP,-95.0479,300,CENTER OF A FACILITY OR STATION,TX0000004820100177,12040204,4820100177,1002991,4055511,0,NA,NA,NA,TXD074185141,NA,NA,77507GDYRB13441,325110,RN102608932,325199,NA,NA,NA,254,NA,29.6469,-95.0478999996,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462874,Needs to be checked,ECHO/FRS,"Address Matches, Check Location",N,12212 C PORT ROAD,HNA HOLDINGS INC.,PASADENA,HARRIS,TX,77507,29.627013,ADDRESS MATCHING-DIGITIZED,-95.043486,2000,PLANT ENTRANCE (GENERAL),TX0000004820100278,12040204,4820100278,NA,"6693311,missing NEI",0,NA,NA,NA,TXD095184073,NA,NA,77507HCHST12212,325211,RN100662964,NA,NA,NA,NA,255,NA,29.6270130002,-95.0434860001,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462883,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,10010 BAYPORT RD.,HALDOR TOPSOE INC,PASADENA,HARRIS,TX,77507,29.61225,ADDRESS MATCHING-HOUSE NUMBER,-95.05782,30,CENTER OF A FACILITY OR STATION,TX0000004820101413,12040204,NA,NA,4058711,0,7378182,NA,NA,TXD054460464,NA,NA,77507HLDRT10010,325311,NA,NA,NA,NA,NA,256,NA,29.61225,-95.0578199995,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110000462892,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12001 BAY AREA BLVD,"EQUISTAR CHEMICALS, LP.",PASADENA,HARRIS,TX,77507,29.6324,ADDRESS MATCHING-HOUSE NUMBER,-95.04647,30,CENTER OF A FACILITY OR STATION,TX0000004820100291,12040204,4820100291,NA,4166911,0,NA,NA,NA,TXD077424885,100000094364,NA,0,325211,RN100216761,NA,NA,NA,NA,257,NA,29.6323999999,-95.0464699997,facilities_v2021Jul28_HUC8pts.shp,facilities_v2021Jul28_HUC8pts.shp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
