X,Y,REGISTRY_ID,Previous_S,Source,Location_S,New_,LOCATION_ADDRESS,PRIMARY_NAME,CITY_NAME,COUNTY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,FAC_COLLEC,LONGITUDE8,FAC_ACCURA,REF_POINT_DESC,AIR,FAC_DERIVE,AIRS_AFS,E_GGRT,EIS,ICIS,ICIS_old,NPDES,OSHA_OIS,RCRAINFO,RMP,SEMS_CERCL,TRIS,NAICS1,TX_TCEQ_AC,NAICS2,NAICS3,NAICS4,NAICS5,ID,NAICS6,lat_merge,lon_merge,lon_match,lat_match
-95.023056,29.757778,110012710423,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5503 WEST BAKER ROAD,AIR PRODUCTS BAYTOWN PLANT,BAYTOWN,HARRIS,TX,77520,29.757778,INTERPOLATION-PHOTO,-95.023056,55,,TX0000004820101528,12040203,4820101528,1002430,7908111,0,,,,TXR000032755,,,77520RPRDSOFFCA,325120,RN100222215,,,,,634,,29.757778,-95.023056,0,0
-95.21296,29.75716,110013285453,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1806 FEDERAL RD,TEXAS WELDERS SUPPLY CO. INC,HOUSTON,HARRIS,TX,77015,29.75716,ADDRESS MATCHING-HOUSE NUMBER,-95.21296,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77015TXSWL1806F,325120,,,,,,635,,29.75716,-95.21296,0,0
-95.24522,29.4529,110013285471,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,3520 N. GORDON,MAINLAND CUSTOM MARBLE INC,ALVIN,BRAZORIA,TX,77511,29.4529,ADDRESS MATCHING-HOUSE NUMBER,-95.24522,30,CENTER OF A FACILITY OR STATION,0,12040204,,,"6584011,missing NEI",0,,,,0,,,77511MNLND3520N,326191,,,,,,636,,29.4529,-95.24522,0,0
-95.41092052,29.91213472,110013286620,Keep source location,ECHO,Keep source,N,10210 I-45 N.,TEXAS WELDERS SUPPLY CO. INC.,HOUSTON,HARRIS,TX,77037,29.912222,,-95.411111,17483,,0,12040104,,,,0,0,,,0,,,77037TXSWL10210,424690,,325120,423830,0,0,637,0,29.91213472,-95.41092052,0,0
-95.12755,29.8338,110013293211,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,8280 SHELDON RD SMA CONTROL BUILDIN,TOTAL CRAY VALLEY CV2,CHANNELVIEW,HARRIS,TX,77530,29.8338,ADDRESS MATCHING-HOUSE NUMBER,-95.12755,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXR000044957,,,0,325211,RN103066379,,,,,638,,29.8338,-95.12755,1,0
-95.06072,29.7022,110013314387,Keep source location,FRS,"Address Matches, less than .5 miles away",N,10900 STRANG ROAD,NIPPON PIGMENT USA INC,LA PORTE,HARRIS,TX,77571,29.7022,ADDRESS MATCHING-HOUSE NUMBER,-95.06072,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,TX0101761,,,,,,326199,RN102079191,,,,,639,,29.7022,-95.06072,1,0
-95.108611,29.7325,110013314626,Needs to be checked,ECHO/FRS,,N,1105 TIDAL ROAD,THE GEON COMPANY,DEER PARK,HARRIS,TX,77536,29.7325,INTERPOLATION-MAP,-95.108611,50,PROCESS UNIT,TX0000004820100365,12040104,,,"4778511,missing NEI",0,,,,TXD980795645,1E+11,,77536BFGDR1105T,325211,,,,,,640,,29.7325,-95.108611,1,0
-94.93057166,29.3492995,110013763775,Keep source location,ECHO/FRS,Keep source,N,LOOP 197 S LANDFARMS 1 & 2 BET,BLANCHARD REFINING LAND TREATMENT FACILITY,TEXAS CITY,GALVESTON,TX,77592,29.349676,INTERPOLATION-MAP,-94.929268,50,FACILITY CENTROID,0,12040204,,,,0,,,,TXD072181381,,,77590BPTXSLOOP1,324110,,,,,,641,,29.3492995,-94.93057166,0,0
-95.585473,29.938372,110013796730,No need to check - superfund site,SEMS,,N,POSTAL ADDRESS IS UNAVAILABLE FOR THE SITE,JONES ROAD GROUND WATER PLUME,HOUSTON,HARRIS,TX,77070,29.938372,0,-95.585473,0,0,,12040104,,,,0,,,,,,TXN000605460,,,,,,,,642,,29.938372,-95.585473,1,1
-95.64003374,29.72502593,110014029443,Keep source location,ECHO/FRS,Keep source,N,3333C HIGHWAY 6 SOUTH,KRATON POLYMERS US WESTHOLLOW TECHNOLOGY CTR,HOUSTON,HARRIS,TX,77082,29.72644,ADDRESS MATCHING-HOUSE NUMBER,-95.64394,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXR000036574,,,77082KRTNP3333C,325199,RN100691484,,,,,643,,29.72502593,-95.64003374,1,0
-95.30751,29.76414,110014363606,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1356 KRESS ST,RAMPAK GROUP,HOUSTON,HARRIS,TX,77020,29.76414,ADDRESS MATCHING-HOUSE NUMBER,-95.30751,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXR000052209,,,0,326199,RN103153599,,,,,644,,29.76414,-95.30751,0,1
-95.04695,29.63868,110014363624,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,12520 BAY AREA BLVD,SUPERIOR CARRIERS,PASADENA,HARRIS,TX,77507,29.63868,ADDRESS MATCHING-HOUSE NUMBER,-95.04695,30,CENTER OF A FACILITY OR STATION,0,12040204,,,,0,,,,TXP490351843,,,0,325199,,,,,,645,,29.63868,-95.04695,0,0
-94.92256712,29.74408978,110014439848,Keep geocoded location,ECHO,Keep Geocoded Location,N,6655 W BAY RD STE B,VERTEX PROCESSING LP,BAYTOWN,HARRIS,TX,77523,29.74442,ADDRESS MATCHING-HOUSE NUMBER,-94.92207,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040203,,,,0,0,,,TXR000052910,,,77520VRTXP6655W,325188,,0,0,0,0,646,0,29.74408978,-94.92256712,0,0
-95.209172,29.769742,110015321748,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,12725 NIMITZ STREET,RS USED OIL SERVICES,HOUSTON,HARRIS,TX,77015,29.769742,ADDRESS MATCHING-HOUSE NUMBER,-95.209172,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXR000053926,,,0,324191,,,,,,647,,29.769742,-95.209172,0,0
-95.17931536,29.63140566,110015321855,Keep source location,ECHO/FRS,Keep source,N,1203 GENOA RED BLUFF RD,USA ENVIRONMENT,PASADENA,HARRIS,TX,77504,29.63038,ADDRESS MATCHING-HOUSE NUMBER,-95.17945,150,ENTRANCE POINT OF A FACILITY OR STATION,0,12040204,,,,0,,,,TXR000032045,,,0,325199,RN100676758,,,,,648,,29.63140566,-95.17931536,1,0
-95.560303,29.949585,110015582920,Needs to be checked,ECHO/FRS,,N,9103-G FM 1960 WEST,BRIGHT MARBLE CO,HOUSTON,HARRIS,TX,77070,29.949585,ADDRESS MATCHING-HOUSE NUMBER,-95.560303,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77070BRGHT9103G,326191,,,,,,649,,29.949585,-95.560303,0,0
-95.22322,29.73252,110015585614,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,780 CLINTON DRIVE,SOPUS PRODUCTS,GALENA PARK,HARRIS,TX,77547,29.73252,ADDRESS MATCHING-HOUSE NUMBER,-95.22322,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77547LBRPC780CL,324191,,,,,,650,,29.73252,-95.22322,0,0
-95.221528,29.718389,110015665528,No need to check - superfund site,SEMS,,N,400 N RICHEY ST,U.S. OIL RECOVERY,PASADENA,HARRIS,TX,77506,29.718389,0,-95.221528,0,0,,12040104,,,,1800039516,`,TXU010914,,,,TXN000607093,,,,,,,,651,,29.718389,-95.221528,1,1
-95.41798,29.61757,110070253806,,SEMS,,Y,13131 ALMEDA ROAD,NATIONAL CONTAINER GROUP WAREHOUSE FIRE,HOUSTON,HARRIS,TX,77045,29.61757,ADDRESS MATCHING-HOUSE NUMBER,-95.41798,30,CENTER OF A FACILITY OR STATION,,12040104,,,,0,,,,,,TXN000607567,,,,,,,,169,,29.61757,-95.41798,1,1
-95.494936,29.945757,110070516141,,ECHO,,Y,4800 W GREENS RD,CAMERON DISTRIBUTION CENTER,HOUSTON,HARRIS,TX,77066,29.945757,ADDRESS MATCHING-HOUSE NUMBER,-95.494936,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,0,,,TXR000084840,,,0,49319,,0,0,0,0,170,0,29.945757,-95.494936,1,1
-94.8032,29.31398,110070516875,,SEMS,,Y,2920 TODD ROAD,TODD SHIPYARDS CORP-PELICAN ISLAND WORKS,GALVESTON,GALVESTON,TX,77554,29.31398,ADDRESS MATCHING-HOUSE NUMBER,-94.8032,30,CENTER OF A FACILITY OR STATION,,12040204,,,,0,,,,,,TXT490012382,,,,,,,,171,,29.31398,-94.8032,1,1
-95.089784,29.727754,110070550374,,SEMS,,Y,1943 INDEPENDENCE PARKWAY SOUTH,ITC 80S TANK FARM,LAPORTE,HARRIS,TX,77571,29.727754,ADDRESS MATCHING-HOUSE NUMBER,-95.089784,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040104,,,,0,,TXR1530EK,,,,TXN000622079,,,,,,,,172,,29.727754,-95.089784,1,1
-95.225925,29.682421,110070605402,,SEMS,,Y,200 N. RICHEY STREET,MCC RECYCLING,PASADENA,HARRIS,TX,77506,29.682421,0,-95.225925,0,0,,12040104,,,,0,,,,,,TXN000607155,,,,,,,,173,,29.682421,-95.225925,1,1
-95.005566,29.76224,110070605436,,SEMS,,Y,3625 DECKER DRIVE,EXXON-MOBIL BOP,BAYTOWN,HARRIS,TX,77520,29.76224,ADDRESS MATCHING-HOUSE NUMBER,-95.005566,50,ENTRANCE POINT OF A FACILITY OR STATION,,12040203,,,,0,,,,,,TXN000622103,,,,,,,,174,,29.76224,-95.005566,1,1
-95.3389,29.75144,110000460732,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1 N. SAMPSON,SAMPSON STREET FACILITY,HOUSTON,HARRIS,TX,77003,29.75144,ADDRESS MATCHING-HOUSE NUMBER,-95.3389,30,CENTER OF A FACILITY OR STATION,TX0000004820101345,12040104,4820101345,,,0,,,,TXD097680995,,,77003VDCMRONENO,326199,,,,,,175,,29.75144,-95.3389,0,0
-95.32737,29.75406,110000460741,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,4323 CRITES ST,WR GRACE & CO - CONN GRACE CONSTRUCTION PRODUCTS,HOUSTON,HARRIS,TX,77003,29.75406,ADDRESS MATCHING-HOUSE NUMBER,-95.32737,30,CENTER OF A FACILITY OR STATION,0,12040104,,,"9142411,missing NEI",0,,,,TXD980867907,,,77003WRGRC4323C,325520,RN100705565,,,,,176,,29.75406,-95.32737,1,0
-95.3873,29.7745,110000460787,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1705 OLIVER ST.,TEXAS TILE MANUFACTURING,HOUSTON,HARRIS,TX,77007,29.7745,GPS CODE (PSEUDO RANGE) PRECISE POSITION,-95.3873,13,CENTER OF FACILITY,0,12040104,,,"9100811,missing NEI",0,,,,TXD092483882,,,77007ZRCKN1705N,326199,,,,,,177,,29.7745,-95.3873,0,0
-95.310432,29.75166,110000460821,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,6107 INDUSTRIAL WAY,FOSTER PRODUCTS CORP,HOUSTON,HARRIS,TX,77011,29.75166,ADDRESS MATCHING-HOUSE NUMBER,-95.310432,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820101485,12040104,4820101485,,6422311,0,,,,TXD080853625,,,77011HBFLL6107I,325520,RN100558634,,,,,178,,29.75166,-95.310432,0,0
-95.254401,29.722274,110000460885,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9701 MANCHESTER ST,VALERO REFINING - TEXAS LP HOUSTON REFINERY,HOUSTON,HARRIS,TX,77012,29.722274,,-95.254401,17600,CENTER OF A FACILITY OR STATION,TX0000004820100065,12040104,4820100065,1006062,4182511,0,,,,TXD053624193,,,77012HLLPT9701M,324110,RN109290692,424710,,,,179,,29.722274,-95.254401,1,0
-95.26875,29.718139,110000460901,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,8615 MANCHESTER ST,SOLVAY - HOUSTON PLANT,HOUSTON,HARRIS,TX,77012,29.718139,INTERPOLATION - DIGITAL MAP SRCE (TIGER),-95.26875,20,FACILITY CENTROID,TX0000004820100037,12040104,,,4778711,1400014241,,TX0007072,342712452,TXD008099079,1E+11,TXN000607438,77012STFFR8615M,325199,,325110,,,,180,,29.718139,-95.26875,0,1
-95.27017,29.72061,110000460910,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,101 CONCRETE ST.,HOUSTON PLANT,HOUSTON,HARRIS,TX,77012,29.72061,ADDRESS MATCHING-HOUSE NUMBER,-95.27017,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820100838,12040104,4820100838,,4862911,0,,,,TXD000803411,,,77012XDNCR101CO,325110,RN100210350,325199,,,,181,,29.72061,-95.27017,1,1
-95.17991,29.76598,110000460947,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1503 HADEN RD.,"GEORGIA PACIFIC RESINS, INC.",HOUSTON,HARRIS,TX,77015,29.76598,ADDRESS MATCHING-HOUSE NUMBER,-95.17991,30,CENTER OF A FACILITY OR STATION,TX0000004820100408,12040104,4820100408,,"3848911,missing NEI",0,,,,TXR000041608,1E+11,,77015BTLSP1503H,325199,RN102301181,,,,,182,,29.76598,-95.17991,1,0
-95.171389,29.7625,110000460965,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,2239 HADEN RD.,GB BIOSCIENCES CORP,HOUSTON,HARRIS,TX,77015,29.7625,INTERPOLATION-PHOTO,-95.171389,25,CENTER OF FACILITY,TX0000004820100178,12040104,4820100178,1002878,4058511,0,,,,TXD000836486,,,77015FRMNT2239H,325199,RN100238492,,,,,183,,29.7625,-95.171389,1,0
-95.10327,29.75487,110000460983,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,16717 JACINTOPORT BOULEVARD,JOHANN HALTERMANN,HOUSTON,HARRIS,TX,77015,29.75487,ADDRESS MATCHING-HOUSE NUMBER,-95.10327,30,CENTER OF A FACILITY OR STATION,TX0000004820100310,12040104,4820100310,1004018,4182411,0,3600436998,,,TXD096037932,,,77015JHNNH16717,324110,RN100219237,325199,,,,184,,29.75487,-95.10327,0,0
-95.17896,29.76543,110000461045,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1503 HADEN RD.,REICHHOLD REACTIVE POLYMERS DIVISION HOUSTON PLANT,HOUSTON,HARRIS,TX,77015,29.76543,ADDRESS MATCHING-HOUSE NUMBER,-95.17896,30,CENTER OF A FACILITY OR STATION,TX0000004820100033,12040104,4820100033,,4056111,0,,,,TXD008063398,,,77015RCHHL1053H,325211,RN100673136,325998,,,,185,,29.76543,-95.17896,1,0
-95.1715,29.76033,110000461054,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,2237 HADEN RD.,ISK MAGNETICS INC,HOUSTON,HARRIS,TX,77015,29.76033,ADDRESS MATCHING-HOUSE NUMBER,-95.1715,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,TX0113514,,,TXR000025452,,,77015SKMGN2237H,325131,,0,0,0,0,186,0,29.76033,-95.1715,0,0
-95.11135,29.74395,110000461063,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,16530 PENINSULA BLVD,SOUTH ATLANTIC SERVICES,HOUSTON,HARRIS,TX,77015,29.74395,ADDRESS MATCHING-HOUSE NUMBER,-95.11135,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,0,,,77015STHTL16530,325998,,,,,,187,,29.74395,-95.11135,1,0
-95.32077,29.85567,110000461081,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,10100 HIRSCH RD.,OAKITE PRODS INC,HOUSTON,HARRIS,TX,77016,29.85567,ADDRESS MATCHING-HOUSE NUMBER,-95.32077,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD074200270,,,77016KTPRD10100,325612,RN100240217,,,,,188,,29.85567,-95.32077,0,0
-95.251079,29.706248,110000461107,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9822 LA PORTE FWY,PL PROPYLENE,HOUSTON,HARRIS,TX,77017,29.706248,INTERPOLATION-MAP,-95.251079,3,PLANT ENTRANCE (GENERAL),TX0000004820100117,12040104,4820100117,1006275,6642511,0,,,,TXD096035274,,,77017MBLCH9822L,325110,RN102576063,325199,,,,189,,29.706248,-95.251079,1,0
-95.26291,29.69628,110000461116,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,8701 PARK PL. BLVD.,BAYER HOUSTON PLANT,HOUSTON,HARRIS,TX,77017,29.69628,ADDRESS MATCHING-HOUSE NUMBER,-95.26291,30,CENTER OF A FACILITY OR STATION,TX0000004820100275,12040104,4820100275,,,0,,,,TXD084972777,,,77017MBYSY8701P,325212,RN100700277,,,,,190,,29.69628,-95.26291,0,0
-95.254597,29.69845,110000461134,Keep source location,ECHO/FRS,"Keep Intersecting Parcel, Source and Geocoded in same Parcel",N,8600 PARK PLACE BLVD,TPC GROUP LLC,HOUSTON,HARRIS,TX,77017,29.69845,,-95.254597,17600,CENTER OF A FACILITY OR STATION,TX0000004820100031,12040104,4820100031,1005198,4168611,0,,,,TXD008072134,,,77017TXSPT8600P,325211,RN100219526,325199,,,,191,,29.69845,-95.254597,1,0
-95.308816,29.757727,110000461143,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,5822 ARMOUR DR.,THE CLOROX HOUSTON SITE,HOUSTON,HARRIS,TX,77020,29.757727,INTERPOLATION-PHOTO,-95.308816,25,ADMINISTRATIVE BUILDING,0,12040104,,,"3849111,missing NEI",0,7732941,,,TXD008065856,1E+11,,77020CLRXC5822A,325612,RN100619816,,,,,192,,29.757727,-95.308816,1,0
-95.35129,29.77206,110000461161,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1209 HARDY ST.,POLLY PIG BY KNAPP,HOUSTON,HARRIS,TX,77020,29.77206,ADDRESS MATCHING-HOUSE NUMBER,-95.35129,30,CENTER OF A FACILITY OR STATION,0,12040104,,,"6809211,missing NEI",0,,,,TXD045195310,,,77020KNPPP1209H,326199,,,,,,193,,29.77206,-95.35129,1,0
-95.31299,29.7561,110000461170,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,700 PLASTICS AVE.,700 PLASTICS AVENUE HOUSTON TX,HOUSTON,HARRIS,TX,77020,29.7561,ADDRESS MATCHING-HOUSE NUMBER,-95.31299,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXR000038992,,,77020MHNNN700PL,325991,RN100675941,,,,,194,,29.7561,-95.31299,0,0
-95.31502,29.75765,110000461189,Keep source location,ECHO,"Address Matches, less than .5 miles away",N,5521 ARMOUR DR.,PARKAN INTERNATIONAL LLC,HOUSTON,HARRIS,TX,77020,29.75765,ADDRESS MATCHING-HOUSE NUMBER,-95.31502,30,CENTER OF A FACILITY OR STATION,TX0000004820100202,12040104,,,,0,0,,,TXD008105959,,,77020PRKNS5521A,325188,,211112,0,0,0,195,0,29.75765,-95.31502,0,0
-95.30075,29.76731,110000461198,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6902 PALESTINE ROAD,MARTIN SPECIALITY PRODUCTS,HOUSTON,HARRIS,TX,77020,29.76731,ADDRESS MATCHING-HOUSE NUMBER,-95.30075,30,CENTER OF A FACILITY OR STATION,TX0000004820101260,12040104,,,,0,,,,TXD103615431,,,77020PRMTN6902P,324191,,,,,,196,,29.76731,-95.30075,1,0
-95.382617,29.822132,110000461214,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,1370 EAST 40TH STREET,JOHNS MANVILLE HOUSTON METALS,HOUSTON,HARRIS,TX,77022,29.822132,ADDRESS MATCHING-HOUSE NUMBER,-95.382617,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD026650333,,,77022CHLDR1370E,326199,,,,,,197,,29.822132,-95.382617,1,0
-95.44718,29.78377,110000461223,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,7100 OLD KATY RD.,ENDURO COMPOSITE SYSTEMS,HOUSTON,HARRIS,TX,77024,29.78377,ADDRESS MATCHING-HOUSE NUMBER,-95.44718,30,CENTER OF A FACILITY OR STATION,TX0000004820101406,12040104,4820101406,,"4056811,missing NEI",0,,,,TXD096023163,,,77024NDRFB7100O,326199,RN100572536,,,,,198,,29.78377,-95.44718,0,0
-95.34018,29.80333,110000461250,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,3919 EASTEX FWY.,UNIVERSAL URETHANES,HOUSTON,HARRIS,TX,77026,29.80333,ADDRESS MATCHING-HOUSE NUMBER,-95.34018,30,CENTER OF A FACILITY OR STATION,TX0000004820101344,12040104,4820101344,,,0,,,,TXD079391348,,,77026NVRSL3919E,326140,RN100644988,,,,,199,,29.80333,-95.34018,0,0
-95.301982,29.804748,110000461287,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,4849 HOMESTEAD RD.,JET-LUBE INC,HOUSTON,HARRIS,TX,77028,29.804748,ADDRESS MATCHING-HOUSE NUMBER,-95.301982,50,ENTRANCE POINT OF A FACILITY OR STATION,0,12040104,,,"6694611,missing NEI",0,,,,TXD072188196,,,77028JTLBN4849H,324191,,,,,,200,,29.804748,-95.301982,1,0
-95.28692,29.83174,110000461303,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,7625 PARKHURST,SEASAFE INTERNATIONAL GRATING INC.,HOUSTON,HARRIS,TX,77028,29.83174,ADDRESS MATCHING-HOUSE NUMBER,-95.28692,30,CENTER OF A FACILITY OR STATION,0,12040104,,,"9141411,missing NEI",0,,,,0,,,77028NTRNT7625P,326199,,,,,,201,,29.83174,-95.28692,1,0
-95.303035,29.800542,110000461321,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,6901 CAVALCADE ST,"HEMPEL COATINGS U.S.A., INC.",HOUSTON,HARRIS,TX,77028,29.800542,ADDRESS MATCHING-HOUSE NUMBER,-95.303035,50,ENTRANCE POINT OF A FACILITY OR STATION,TX0000004820100254,12040104,4820100254,,,0,,,,TXD008097586,,,77028RLNCN6901C,325510,RN100211614,,,,,202,,29.800542,-95.303035,0,0
-95.27939,29.76547,110000461349,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,1305 RYE,BLENTECH,HOUSTON,HARRIS,TX,77029,29.76547,ADDRESS MATCHING-HOUSE NUMBER,-95.27939,30,CENTER OF A FACILITY OR STATION,TX0000004820101270,12040104,4820101270,,3849411,0,,,,TXD097300412,,,77029BLNTC1305R,325998,RN100610617,,,,,203,,29.76547,-95.27939,0,0
-95.27934,29.77162,110000461410,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,8360 MARKET ST. RD.,OWENS CORNING,HOUSTON,HARRIS,TX,77029,29.77162,ADDRESS MATCHING-HOUSE NUMBER,-95.27934,30,CENTER OF A FACILITY OR STATION,TX0000004820100135,12040104,4820100135,,6436411,0,,,,TXD097305304,,,77029WNSCR8360M,324122,RN100225036,,,,,204,,29.77162,-95.27934,0,0
-95.32569,29.68022,110000461429,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6767 KIRBYVILLE RD.,ALLIED ALLOYS,HOUSTON,HARRIS,TX,77033,29.68022,ADDRESS MATCHING-HOUSE NUMBER,-95.32569,30,CENTER OF A FACILITY OR STATION,TX0000004820100068,12040104,4820100068,,,0,,,,TXD080857931,,,77033DVRYN6767K,325510,,,,,,205,,29.68022,-95.32569,0,0
-95.4028,29.89782,110000461456,Needs to be checked,ECHO/FRS,"Parcel/Facility Street Match, Address # Off",N,210 W. HELMS,"ACCENT MARBLE CO., INC.",HOUSTON,HARRIS,TX,77037,29.89782,ADDRESS MATCHING-HOUSE NUMBER,-95.4028,30,CENTER OF A FACILITY OR STATION,TX0000004820101266,12040104,4820101266,,"6679011,missing NEI",0,,,,TXD020819645,,,77037CCNTM210WH,325991,RN101515831,326191,,,,206,,29.89782,-95.4028,0,0
-95.60246,29.88106,110000461517,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,7043-C SATSUMA DRIVE,BONANZA MARBLE,HOUSTON,HARRIS,TX,77041,29.88106,ADDRESS MATCHING-HOUSE NUMBER,-95.60246,30,CENTER OF A FACILITY OR STATION,TX0000004820100508,12040104,4820100508,,,0,,,,TXD987991114,,,77041BNNZN7043C,325991,,,,,,207,,29.88106,-95.60246,0,0
-95.53233,29.8445,110000461535,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,9800 GENARD RD,AXALTA COATING SYSTEMS LLC,HOUSTON,HARRIS,TX,77041,29.8445,ADDRESS MATCHING-HOUSE NUMBER,-95.53233,30,CENTER OF A FACILITY OR STATION,0,12040104,,,,0,,,,TXD988066346,,,77041BRNPW9800G,325510,RN100919836,,,,,208,,29.8445,-95.53233,1,0
-95.58925,29.88506,110000461562,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,7403 WRIGHT ROAD,CHAMPION COATINGS,HOUSTON,HARRIS,TX,77041,29.88506,ADDRESS MATCHING-HOUSE NUMBER,-95.58925,30,CENTER OF A FACILITY OR STATION,TX0000004820101273,12040104,4820101273,,"6420611,missing NEI",0,,,,TXD008084162,,,77041CHMPN7403W,324191,RN100563535,,,,,209,,29.88506,-95.58925,1,0
-95.5892,29.88123,110000461571,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,7100 WRIGHT RD.,BASF CORP - HOUSTON EBN SITE,HOUSTON,HARRIS,TX,77041,29.88123,ADDRESS MATCHING-HOUSE NUMBER,-95.5892,30,CENTER OF A FACILITY OR STATION,0,12040104,,,6679211,0,,,,TXD084966548,,,77041CLCTC7100W,325510,,,,,,210,,29.88123,-95.5892,0,0
-95.6084,29.86915,110000461580,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,6531 N. ELDRIDGE PKY.,GIRARD INDUSTRIES INC,HOUSTON,HARRIS,TX,77041,29.86915,ADDRESS MATCHING-HOUSE NUMBER,-95.6084,30,CENTER OF A FACILITY OR STATION,0,12040104,,,"3738811,missing NEI",0,,,,0,,,77041GRRDN6531N,326150,,,,,,211,,29.86915,-95.6084,0,0
-95.594666,29.876374,110000461642,Needs to be checked,ECHO/FRS,,N,12255 FM 529,QUEST CHEMICAL CORP,HOUSTON,HARRIS,TX,77041,29.876374,INTERPOLATION-PHOTO,-95.594666,25,CENTER OF FACILITY,0,12040104,,,"6679411,missing NEI",0,,,,TXD154074595,1E+11,,77041QSTCH12255,325611,,,,,,212,,29.876374,-95.594666,0,0
-95.61265,29.90212,110000461688,Keep source location,ECHO/FRS,"Address Matches, less than .5 miles away",N,14000 WESTFAIR E. DR.,"VARN INTERNATIONAL, INC.",HOUSTON,HARRIS,TX,77041,29.90212,ADDRESS MATCHING-HOUSE NUMBER,-95.61265,30,CENTER OF A FACILITY OR STATION,TX0000004820100644,12040104,4820100644,,"3737611,missing NEI",0,,,,TXD987973880,,,77041VRNPR14000,325199,RN102423951,325612,325910,,,213,,29.90212,-95.61265,1,0
