REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,CITY_NAME,COUNTY_NAME,FIPS_CODE,POSTAL_CODE,CENSUS_BLOCK_CODE,LATITUDE83,LONGITUDE83,ACCURACY_VALUE,REF_POINT_DESC,HDATUM_DESC
110002134253,PORT ARTHUR RESEARCH FAC,4545 SAVANNAH AVENUE,PORT ARTHUR,JEFFERSON,48245,77640,4.82E+14,29.900986,-93.968955,600,UNKNOWN,NAD83
110002134280,HELENA LABORATORIES INC.,1530 LINDBERGH DR.,BEAUMONT,JEFFERSON,48245,77707-4131,4.82E+14,30.05776,-94.15543,30,CENTER OF A FACILITY OR STATION,NAD83
110002134324,FIBERGLASS MFG & FABR FAC,8645 BROUSSARD RD.,BEAUMONT,JEFFERSON,48245,77713,4.82E+14,30.1743,-94.216814,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110002317528,"WITCO CORP, KENDALL/AMALIE DIV",4411 EASTPARK DRIVE,HOUSTON,HARRIS,48201,77028-5921,4.82E+14,29.80125,-95.29913,30,CENTER OF A FACILITY OR STATION,NAD83
110002317546,STATE CHEMICAL MFG CO,30001 KATY BROOKSHIRE ROAD,KATY,WALLER,48473,77494-8202,4.85E+14,29.783361,-95.889662,10,CENTER OF FACILITY,NAD83
110002339568,FREEPORT VINYL TECHNOLOGIES,6220 HWY. 332 E.,FREEPORT,BRAZORIA,48039,77541-3007,4.80E+14,28.995767,-95.36612,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110002339586,AIR LIQUIDE AMERICA CORP,6895 HWY 347,BEAUMONT,JEFFERSON,48245,77705,4.82E+14,30.015857,-94.04138,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110002343303,AQUA SOLUTIONS,6913 B HIGHWAY 225,DEER PARK,HARRIS,48201,77536-2414,4.82E+14,29.707273,-95.098228,30,FACILITY CENTROID,NAD83
110002343438,BAKER PERFORMANCE CHEMICALS INC,3920 ESSEX LN,HOUSTON,HARRIS,48201,77027,4.82E+14,29.7397,-95.44388,30,CENTER OF A FACILITY OR STATION,NAD83
110002343633,INHANCE TECHNOLOGIES,16223 PARK ROW STE 100,HOUSTON,HARRIS,48201,77084,4.82E+14,29.789011,-95.664412,150,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110002343642,CENTAURI TECHNOLOGIES LP,13000 BAY AREA BLVD,PASADENA,HARRIS,48201,77507,4.82E+14,29.64504,-95.04683,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110002343713,BELTWAY 90 BUSINESS PARK - CHEMICAL CLEANING,13301 BEAUMONT HWY BLDG 11,HOUSTON,HARRIS,48201,77049,4.82E+14,29.84032,-95.19231,30,CENTER OF A FACILITY OR STATION,NAD83
110002343795,COMTROL LABORATORIES,2718 WESTSIDE DR.,PASADENA,HARRIS,48201,77502,4.82E+14,29.67156,-95.2066,30,CENTER OF A FACILITY OR STATION,NAD83
110002343848,CROWN CENTRAL PETROLEUM,1319 RED BLUFF ROAD,PASADENA,HARRIS,48201,77506,4.82E+14,29.709216,-95.195398,150,PLANT ENTRANCE (GENERAL),NAD83
110002344222,KINDER MORGAN LIQUID TERMINALS LLC,400 NORTH JEFFERSON,PASADENA,HARRIS,48201,77506,4.82E+14,29.71408,-95.18261,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110002345481,WITCO R & D LABORATORY,3200 BROOKFIELD STREET,HOUSTON,HARRIS,48201,77045-6610,4.82E+14,29.61535,-95.42134,30,CENTER OF A FACILITY OR STATION,NAD83
110002345828,PRAXAIR DEER PARK PLANT,622 TIDAL ROAD,DEER PARK,HARRIS,48201,77536-2441,4.82E+14,29.71881,-95.1133,30,CENTER OF A FACILITY OR STATION,NAD83
110002371790,ROYAL BATHS MANUFACTURING,14635 CHRISMAN ROAD,HOUSTON,HARRIS,48201,77039-1116,4.82E+14,29.92904,-95.36382,30,CENTER OF A FACILITY OR STATION,NAD83
110002378070,HOUSTON PRODUCTS TERMINAL,3508 CHERRY STREET,HOUSTON,HARRIS,48201,77026,4.82E+14,29.793828,-95.344053,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110002400642,TEXAS CITY TERMINAL 1,201 MAIN DOCK ROAD,TEXAS CITY,GALVESTON,48167,77590,4.82E+14,29.374389,-94.889361,400,POINT WHERE SUBSTANCE IS RELEASED,NAD83
110002400900,NCI BUILDING SYSTEMS LP,7301 FAIRVIEW DRIVE,HOUSTON,HARRIS,48201,77041-2105,4.82E+14,29.88565,-95.59435,30,CENTER OF A FACILITY OR STATION,NAD83
110002436203,MONT BELVIEU COMPLEX,10119 HWY 146 N,MONT BELVIEU,CHAMBERS,48071,77580,4.81E+14,29.83717,-94.89475,30,CENTER OF A FACILITY OR STATION,NAD83
110002456351,PRAXAIR INC.,100 STRANG ROAD,LA PORTE,HARRIS,48201,775711927,4.82E+14,29.69008,-95.03343,30,CENTER OF A FACILITY OR STATION,NAD83
110002471441,QUAKER PETROLEUM CHEMICALS CO,EXXON RD & FM-1314,CONROE,MONTGOMERY,48339,77302,4.83E+14,30.24487,-95.375432,600,UNKNOWN,NAD83
110005009454,ANADARKO PETROLEUM AVIATION DEPT,17320 CHANUTE RD,HOUSTON,HARRIS,48201,77032,4.82E+14,29.966638,-95.353646,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005009695,TEXAS ALUMINUM INDUSTRIES,2900 PATIO DR,HOUSTON,HARRIS,48201,77017,4.82E+14,29.67446,-95.23259,30,CENTER OF A FACILITY OR STATION,NAD83
110005011343,DIAGNOSTIC SYSTEMS LABORATORIES,445 MEDICAL CENTER BLVD,WEBSTER,HARRIS,48201,77598,4.82E+14,29.54143,-95.12545,30,CENTER OF A FACILITY OR STATION,NAD83
110005013001,UNITEX BAG INC,9817 WALLISVILLE ROAD SUITE 100,HOUSTON,HARRIS,48201,77013,4.82E+14,29.79317,-95.25636,30,CENTER OF A FACILITY OR STATION,NAD83
110005014073,REFRIGERANT RECOVERY CORPORATION OF AMER,5950 BERRYBROOK ST STE 100,HOUSTON,HARRIS,48201,77017,4.82E+14,29.67092,-95.24769,30,CENTER OF A FACILITY OR STATION,NAD83
110005014475,JACK ROACH FORD,3200 BISSONNET ST,HOUSTON,HARRIS,48201,77005,4.82E+14,29.72541,-95.42776,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005016320,KCC CORROSION CONTROL,4010 TREY RD,HOUSTON,HARRIS,48201,77084-4042,4.82E+14,29.83164,-95.65501,30,CENTER OF A FACILITY OR STATION,NAD83
110005016339,ARONEX PHARMACEUTICALS,3400 RESEARCH FOREST DR,THE WOODLANDS,MONTGOMERY,48339,77381,4.83E+14,30.18018,-95.48221,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005016945,WESTERN CONTAINER,3801 DISTRIBUTION ROAD,HOUSTON,HARRIS,48201,77018,4.82E+14,29.82256,-95.40503,30,CENTER OF A FACILITY OR STATION,NAD83
110005017383,BEETLE TEXAS INC,4519 SAUNDERS ROAD,HOUSTON,HARRIS,48201,77093,4.82E+14,29.86509,-95.32402,30,CENTER OF A FACILITY OR STATION,NAD83
110005017454,TRIARCH INDUSTRIES INC,10605 & 10613 STEBBINS CIR,HOUSTON,HARRIS,48201,77043,4.82E+14,29.79919,-95.558568,150,PLANT ENTRANCE (GENERAL),NAD83
110005017677,HOWARD INDUSTRIES TEXAS,13500 INDUSTRIAL RD,HOUSTON,HARRIS,48201,770156817,4.82E+14,29.75757,-95.1922,30,CENTER OF A FACILITY OR STATION,NAD83
110005019078,QUALITEX NEWPARK,14380 TALCOTT,HOUSTON,HARRIS,48201,77015,4.82E+14,29.76737,-95.15526,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005019648,PLANT 41 BRITTEMORE ROAD,1136 1136 BRITTMOORE RD,HOUSTON,HARRIS,48201,77043-5004,4.82E+14,29.788389,-95.570052,150,PLANT ENTRANCE (GENERAL),NAD83
110005020645,ASHBURN INC,18401 AMOCO PRODUCTION ROAD,ALVIN,BRAZORIA,48039,77511,NA,NA,NA,NA,NA,NAD83
110005021207,PRAXAIR,9408 IH 10 E GATE 6,BAYTOWN,HARRIS,48201,77520,4.82E+14,29.783525,-95.0479,NA,CENTER OF FACILITY,NAD83
110005023125,APROGENEX INC,8000 EL RIO,HOUSTON,HARRIS,48201,77054,4.82E+14,29.68786,-95.38806,30,CENTER OF A FACILITY OR STATION,NAD83
110005023839,STAR ENTERPRISES,4190 GLADYS AVE,BEAUMONT,JEFFERSON,48245,77706-3600,4.82E+14,30.09336,-94.14698,30,CENTER OF A FACILITY OR STATION,NAD83
110005024026,INDUSTRIAL PIPE AND PLASTICS,3414 LILAC STE B,PASADENA,HARRIS,48201,77505,4.82E+14,29.66071,-95.15866,30,CENTER OF A FACILITY OR STATION,NAD83
110005024286,UNITED SURVEYORS OF CHEMICALS,7501 BAYWAY DR,BAYTOWN,HARRIS,48201,77520,4.82E+14,29.77252,-95.03189,30,CENTER OF A FACILITY OR STATION,NAD83
110005026854,BROWNING-FERRIS INDUSTRIES INC,1219 NEWMAN ST,ALVIN,BRAZORIA,48039,77511,4.80E+14,29.431788,-95.25691,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005028120,PASADENA PERFORMANCE PRODUCTS,601 N SOUTH ST,PASADENA,HARRIS,48201,77503,4.82E+14,29.721174,-95.171678,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005029851,DUPONT BAYPORT PLANT,9701 BAYPORT BLVD,PASADENA,HARRIS,48201,77507,4.82E+14,29.617466,-95.060698,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005029897,INX INTERNATIONAL INK BLANKENSHIP DR,8027 BLANKENSHIP DRIVE,HOUSTON,HARRIS,48201,77055-1017,4.82E+14,29.81982,-95.49219,30,CENTER OF A FACILITY OR STATION,NAD83
110005030545,TUBOSCOPE VETCO INTERNATIONAL PLANT 3,2811 HOLMES RD,HOUSTON,HARRIS,48201,77051,4.82E+14,29.673672,-95.386108,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005030572,STYROLUTION AMERICA LLC,LOOP 197 AND 6TH STREET SOUTH,TEXAS CITY,GALVESTON,48167,77590,4.82E+14,29.377497,-94.902448,1000,PLANT ENTRANCE (GENERAL),NAD83
110005031036,MILPARK INC,1900 LINDER ST,HOUSTON,HARRIS,48201,77026,4.82E+14,29.8141,-95.34929,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005031884,PEARSALL CHEMICAL CORPORATION,2519 FAIRWAY PARK DR,HOUSTON,HARRIS,48201,77087,4.82E+14,29.811944,-95.46762,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005032534,BLENPAC SERVICES LLC,21 21ST ST S,TEXAS CITY,GALVESTON,48167,77590,4.82E+14,29.383533,-94.924924,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005035470,GROCERS SUPPLY,3131 E HOLCOMBE BLVD,HOUSTON,HARRIS,48201,77021-2199,4.82E+14,29.70237,-95.37698,30,CENTER OF A FACILITY OR STATION,NAD83
110005036923,GULF STATES ASPHALT CO,1399 CARROLL,BEAUMONT,JEFFERSON,48245,77705,4.82E+14,30.07371,-94.07946,30,CENTER OF A FACILITY OR STATION,NAD83
110005037049,PLICOFLEX,2425 MOWERY RD,HOUSTON,HARRIS,48201,77045,4.82E+14,29.63584,-95.40647,30,CENTER OF A FACILITY OR STATION,NAD83
110005037209,SF SULFUR,608 E. 2ND ST,FREEPORT,BRAZORIA,48039,77541,4.80E+14,28.94807,-95.33749,30,CENTER OF A FACILITY OR STATION,NAD83
110005037414,MALONEY PRECISION PRODUCTS,2301 TEXAS ST,HOUSTON,HARRIS,48201,77003-3133,4.82E+14,29.753229,-95.351318,200,PLANT ENTRANCE (GENERAL),NAD83
110005037469,SAN JACINTO PAINT MFG CO,406 N 79TH,HOUSTON,HARRIS,48201,77021,4.82E+14,29.73218,-95.28336,30,CENTER OF A FACILITY OR STATION,NAD83
110005037557,COOK PAINT AND VARNISH COMPANY,2510 SUMMER STREET,HOUSTON,HARRIS,48201,77007,4.82E+14,29.772896,-95.383806,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005037922,HUNTER CHEMICALS INC,935 NIAGARA,HOUSTON,HARRIS,48201,77051,4.82E+14,29.6815,-95.35819,30,CENTER OF A FACILITY OR STATION,NAD83
110005038057,TESSENDERLO KERLEY INC,1000 JEFFERSON AVE,PASADENA,HARRIS,48201,77502,4.82E+14,29.67405,-95.22607,500,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005039065,BOEHRINGER MANNHEIM,7800 WESTPARK DRIVE,HOUSTON,HARRIS,48201,77063,4.82E+14,29.72286,-95.50311,30,CENTER OF A FACILITY OR STATION,NAD83
110005040008,EPOXY DESIGNS INC,1800 SHERWOOD FOREST BLDG E,HOUSTON,HARRIS,48201,77043,4.82E+14,29.79983,-95.5789,30,CENTER OF A FACILITY OR STATION,NAD83
110005040589,PHILLIPS PETROLEUM,6330 WEST LOOP S,BELLAIRE,HARRIS,48201,77401-2928,4.82E+14,29.71251,-95.460596,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005041141,HEMPEL COATINGS,1716 W SAM HOUSTON PKWY N,HOUSTON,HARRIS,48201,77043-2723,4.82E+14,29.80408,-95.563248,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005041999,SERVICE INDUSTRIES OF AMERICA,8703 KNIGHT RD,HOUSTON,HARRIS,48201,77054,4.82E+14,29.678784,-95.399879,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005043540,INTERCOASTAL PAINT,14029 W HARDY,HOUSTON,HARRIS,48201,77060-5304,4.82E+14,29.92112,-95.37776,30,CENTER OF A FACILITY OR STATION,NAD83
110005047546,EXXON MOBIL UPSTREAM RESEARCH,3120 BUFFALO SPEEDWAY,HOUSTON,HARRIS,48201,77098,4.82E+14,29.73771,-95.43007,30,CENTER OF A FACILITY OR STATION,NAD83
110005050014,FISHER SCIENTIFIC COMPANY LLC,10700 ROCKLEY RD,HOUSTON,HARRIS,48201,77099,4.82E+14,29.66394,-95.5667,30,CENTER OF A FACILITY OR STATION,NAD83
110005050176,AMERICAN THERMOPLASTICS,1235 KRESS STREET,HOUSTON,HARRIS,48201,77020-7418,4.82E+14,29.76536,-95.30739,30,CENTER OF A FACILITY OR STATION,NAD83
110005051139,GAMMA BIOLOGICALS,3700 MANGUM RD,HOUSTON,HARRIS,48201,77092,4.82E+14,29.82273,-95.46108,30,CENTER OF A FACILITY OR STATION,NAD83
110005052003,GRAHAM PACKAGING,3833 W 11TH,HOUSTON,HARRIS,48201,77055-7301,4.82E+14,29.78935,-95.44679,30,CENTER OF A FACILITY OR STATION,NAD83
110005052441,EXXONMOBIL OIL COLONIAL STORAGE FACILITY,13300 W PORT ARTHUR RD,BEAUMONT,JEFFERSON,48245,77705,4.82E+14,29.961052,-94.046296,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005054289,FUTURE PIPE INDUSTRIES,11811 PROCTOR RD,HOUSTON,HARRIS,48201,77038,4.82E+14,29.905,-95.466666,NA,NA,NAD83
110005054403,QUALITY SALES,7950 EASTEX FREEWAY,BEAUMONT,JEFFERSON,48245,77708-2419,4.82E+14,30.14275,-94.17612,30,CENTER OF A FACILITY OR STATION,NAD83
110005057892,TAM INTERNATIONAL INC,4047 HOLLISTER,HOUSTON,HARRIS,48201,77080,4.82E+14,29.83011,-95.509279,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005061262,WRIGHT CHEMICAL CORP,6545 LINDBERG,HOUSTON,HARRIS,48201,77087-5027,4.82E+14,29.67823,-95.31242,30,CENTER OF A FACILITY OR STATION,NAD83
110005061333,RECLAIM ENVIRONMENTAL,7026 LAWNDALE AVENUE,HOUSTON,HARRIS,48201,77023-4211,4.82E+14,29.71735,-95.29753,30,CENTER OF A FACILITY OR STATION,NAD83
110005061477,SINCLAIR & VALENTINE LP,3803 POLK AVE,HOUSTON,HARRIS,48201,77003,4.82E+14,29.74107,-95.34262,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005062350,CALGON CORPORATION,3300 BINGLE RD,HOUSTON,HARRIS,48201,77055,4.82E+14,29.82413,-95.49513,30,CENTER OF A FACILITY OR STATION,NAD83
110005062430,LAROCHE INDUSTRIES INC,7310 KATY RD,HOUSTON,HARRIS,48201,77024,4.82E+14,29.784108,-95.45436,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005062635,ZEP MANUFACTURING,6827 WYNNWOOD LN,HOUSTON,HARRIS,48201,77008,4.82E+14,29.793982,-95.439359,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005064116,M-I DRILLING FLUIDS ERL PLANT,11808 CANEMONT,HOUSTON,HARRIS,48201,77035-6506,4.82E+14,29.63388,-95.50311,30,CENTER OF A FACILITY OR STATION,NAD83
110005064651,KRATON INNOVATION CENTER HOUSTON,16400 PARK ROW,HOUSTON,HARRIS,48201,77084-5015,4.82E+14,29.78927,-95.66846,30,CENTER OF A FACILITY OR STATION,NAD83
110005064688,AIR LIQUIDE DEER PARK,2300 TIDAL RD,DEER PARK,HARRIS,48201,77536,4.82E+14,29.73221,-95.09929,30,CENTER OF A FACILITY OR STATION,NAD83
110005065874,DALLAS CHEMICAL TECHS  INC,10120 HIRSCH ROAD,HOUSTON,HARRIS,48201,77016-4002,4.82E+14,29.85643,-95.32045,30,CENTER OF A FACILITY OR STATION,NAD83
110005066169,"DIXIE OIL PROCESSORS, INC.",2801 CHOATE ROAD,FRIENDSWOOD,GALVESTON,48167,77546,4.82E+14,29.572808,-95.199499,2000,PLANT ENTRANCE (GENERAL),NAD83
110005066196,THE FLUOROCARBON COMPANY,10420 OLD KATY RD,HOUSTON,HARRIS,48201,77043,4.82E+14,29.784998,-95.554999,150,PLANT ENTRANCE (GENERAL),NAD83
110005067195,CAVALCADE RADIATOR SHOP INC,3684 EASTEX FREEWAY,HOUSTON,HARRIS,48201,77026,4.82E+14,29.79988,-95.33931,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005067612,CHEMICAL PROCESS AND PRODUCTION SANTA FE,15133 LINDA LANE,SANTA FE,GALVESTON,48167,77517,4.82E+14,29.363265,-95.137354,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005067952,NITA INDUSTRIES INC,10549 W LITTLE YORK,HOUSTON,HARRIS,48201,77041,4.82E+14,29.86438,-95.55856,30,CENTER OF A FACILITY OR STATION,NAD83
110005067961,SEWELL PLASTICS,8705 CITY PARK LOOP BUILDING 8,HOUSTON,HARRIS,48201,77013-3644,4.82E+14,29.80253,-95.27174,30,CENTER OF A FACILITY OR STATION,NAD83
110005071796,COCA-COLA BOTTLING CO,5800 SURREY SQUARE,HOUSTON,HARRIS,48201,77017,4.82E+14,29.67295,-95.25232,30,CENTER OF A FACILITY OR STATION,NAD83
110005072303,KROGER DISTRIBUTION - TEXAS BAKERY,701 GELLHORN DR,HOUSTON,HARRIS,48201,77029,4.82E+14,29.77653,-95.27208,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005076782,GAVLON INDUSTRIES,10531 FISHER RD,HOUSTON,HARRIS,48201,77041-4043,4.82E+14,29.85848,-95.55854,30,CENTER OF A FACILITY OR STATION,NAD83
110005077264,UNION CARBIDE,600 HUGHES ST,HOUSTON,HARRIS,48201,77023-2117,4.82E+14,29.73504,-95.31535,30,CENTER OF A FACILITY OR STATION,NAD83
110005077978,OBRIEN CORPORATION,5736 GRIGGS ROAD,HOUSTON,HARRIS,48201,77021,4.82E+14,29.69519,-95.32844,30,CENTER OF A FACILITY OR STATION,NAD83
110005078021,PETROLEUM FUEL AND TERMINAL CO,408 HOLLY ST,FREEPORT,BRAZORIA,48039,77541,4.80E+14,28.936847,-95.306828,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005078110,W MENGDEN,13410 RIVER TRAIL,HOUSTON,HARRIS,48201,77001,NA,NA,NA,NA,NA,NAD83
110005078897,AMERICAN WASTE OIL CO INC,1510 LONE OAK RD,HOUSTON,HARRIS,48201,77093,4.82E+14,29.873486,-95.363137,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005079066,LEAGUE CITY PETROLEUM BLENDING,FM 1266 HOUSTON GULF AIRPORT,LEAGUE CITY,GALVESTON,48167,77573,NA,NA,NA,NA,NA,NAD83
110005079191,M-I HOLDINGS LLC,3300 CAPITOL AVE,HOUSTON,HARRIS,48201,77003,4.82E+14,29.7472,-95.34331,30,CENTER OF A FACILITY OR STATION,NAD83
110005079672,SHELL OIL,301 AVE L,PORT NECHES,JEFFERSON,48245,77651,4.82E+14,29.983132,-93.949261,150,PLANT ENTRANCE (GENERAL),NAD83
110005079770,HOECHST CELANESE CHEMICAL INC,3108 HARRISBURG BLVD BLDG 2,HOUSTON,HARRIS,48201,77003,4.82E+14,29.749788,-95.343885,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005079789,HOECHST CELANESE CHEMICAL INC,8000 MARKET STREET ROAD,HOUSTON,HARRIS,48201,77029,4.82E+14,29.77234,-95.28556,30,CENTER OF A FACILITY OR STATION,NAD83
110005079823,NL CHEMICALS,1843 BINGLE ROAD,HOUSTON,HARRIS,48201,77055,4.82E+14,29.804463,-95.500959,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005080401,JEWELL SERVICES,10902 SHADOW WOOD DR,HOUSTON,HARRIS,48201,77043-2719,4.82E+14,29.80464,-95.57021,30,CENTER OF A FACILITY OR STATION,NAD83
110005080802,HARRIS COUNTY MOSQUITO CONTROL,6104 DIXIE DR,HOUSTON,HARRIS,48201,77087,4.82E+14,29.677808,-95.321372,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005081570,SOUTHWEST PETRO-SYSTEMS INC,911 WESTFALL,PASADENA,HARRIS,48201,77506,4.82E+14,29.6974,-95.20178,30,CENTER OF A FACILITY OR STATION,NAD83
110005085772,BAYSHORE PETROLEUM CO,6224 SPENCER HWY LOT C,PASADENA,HARRIS,48201,77505,4.82E+14,29.66582,-95.14399,30,CENTER OF A FACILITY OR STATION,NAD83
110005093362,COCA COLA BOTTLING OF ANGLETON,1401 E CEDAR ST,ANGLETON,BRAZORIA,48039,77515-4121,4.80E+14,29.17006,-95.41541,30,CENTER OF A FACILITY OR STATION,NAD83
110005096573,FAROUK SYSTEMS,250 PENNBRIGHT,HOUSTON,HARRIS,48201,77090-5905,4.82E+14,29.99244,-95.42788,30,CENTER OF A FACILITY OR STATION,NAD83
110005097901,PENNZOIL QUAKER STATE COMPANY,1520 LAKE FRONT CIR,THE WOODLANDS,MONTGOMERY,48339,77380,4.83E+14,30.17068,-95.46223,30,CENTER OF A FACILITY OR STATION,NAD83
110005099561,TRELLEBORG OFFSHORE US RANKIN ROAD FACILITY,1902 RANKIN RD,HOUSTON,HARRIS,48201,77073,4.82E+14,29.96539,-95.36959,30,CENTER OF A FACILITY OR STATION,NAD83
110005099641,ROYAL BATHS MANUFACTURING HOUSTON,3339 PINEMONT DR,HOUSTON,HARRIS,48201,77018,4.82E+14,29.84113,-95.43048,30,CENTER OF A FACILITY OR STATION,NAD83
110005102888,PRAXAIR INC,255 PENNBRIGHT DR STE 200,HOUSTON,HARRIS,48201,77090,4.82E+14,29.99244,-95.42788,30,CENTER OF A FACILITY OR STATION,NAD83
110005102913,FUTURE FOAM INC,685 INDUSTRIAL RD,BEAUMONT,JEFFERSON,48245,77705,4.82E+14,29.96821,-94.20231,11000,UNKNOWN,NAD83
110005104706,ALPHA PROCESSING,2301 MIZELL RD,LIBERTY,LIBERTY,48291,77575,4.83E+14,30.079779,-94.771088,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005107516,HOUSTON TUBULAR,13600 HATFIELD ROAD,PEARLAND,BRAZORIA,48039,77581-2729,4.80E+14,29.577749,-95.308101,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005108374,PIPING TECHNOLOGY & PRODUCTS,3701 HOLMES RD,HOUSTON,HARRIS,48201,77051,4.82E+14,29.67838,-95.37055,30,CENTER OF A FACILITY OR STATION,NAD83
110005113377,HOLCOMB OIL RECYCLING,6228 OSPREY,HOUSTON,HARRIS,48201,77048-2118,4.82E+14,29.64443,-95.31859,30,CENTER OF A FACILITY OR STATION,NAD83
110005113705,FRENCH PROJECT,1024 GULF PUMP RD,CROSBY,HARRIS,48201,77532,4.82E+14,29.879855,-95.070614,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005114660,BAKER INDUSTRIAL CHEMICALS,16155 PARK ROW NO 160,HOUSTON,HARRIS,48201,77084,4.82E+14,29.78896,-95.663599,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005117809,SUNBELT ASPHALT & MATERIALS PLANT 40-NAVIGATION,5303 5303 NAVIGATION BLVD,HOUSTON,HARRIS,48201,77011-1025,4.82E+14,29.749619,-95.319738,150,PLANT ENTRANCE (GENERAL),NAD83
110005120083,STAR ENTERPRISES,11019 BRIAR FOREST DR,HOUSTON,HARRIS,48201,77042-2211,4.82E+14,29.74787,-95.57166,30,CENTER OF A FACILITY OR STATION,NAD83
110005120476,STAR ENTERPRISES,5910 WEST LOOP S,BELLAIRE,HARRIS,48201,77401-2408,4.82E+14,29.982427,-95.50815,150,PLANT ENTRANCE (GENERAL),NAD83
110005120966,MOTIVA ENTERPRISES LLC,24549 LOOP 494,KINGWOOD,HARRIS,48201,77339,4.83E+14,30.04514,-95.249594,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005122081,JOHN CRANE,17080 MILL FOREST RD,WEBSTER,HARRIS,48201,77598,4.82E+14,29.54671,-95.12421,30,CENTER OF A FACILITY OR STATION,NAD83
110005125569,SONOCO FIBRE DRUM INC,9280 BAYTHORNE DR,HOUSTON,HARRIS,48201,77041,4.82E+14,29.842412,-95.521799,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005125587,NOVA MOLECULAR TECHNOLOGIES I NC,10200 BAY AREA BOULEVARD,PASADENA,HARRIS,48201,77507-1852,4.82E+14,29.60723,-95.05519,1,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005129100,BISSONNET EXXON 62017,9322 BISSONNET,HOUSTON,HARRIS,48201,77074-1406,4.82E+14,29.67605,-95.54054,30,CENTER OF A FACILITY OR STATION,NAD83
110005129761,EXXON MOBIL NO 67234,12585 N BAMMEL HOUSTON,HOUSTON,HARRIS,48201,77066,NA,NA,NA,NA,NA,NAD83
110005134041,PICCO COATINGS,11601 MCKINLEY,HOUSTON,HARRIS,48201,77038-3314,4.82E+14,29.89873,-95.45551,30,CENTER OF A FACILITY OR STATION,NAD83
110005138350,SEAMASTER MARINE COATINGS INC,1223 BECKER ST,CHANNELVIEW,HARRIS,48201,77530,4.82E+14,29.80017,-95.11657,30,CENTER OF A FACILITY OR STATION,NAD83
110005139251,"K-SOLV, LP TERMINAL FACILITY",1015 LAKESIDE DRIVE,CHANNELVIEW,HARRIS,48201,77530-4647,4.82E+14,29.76785,-95.10361,30,CENTER OF A FACILITY OR STATION,NAD83
110005145315,ITC INDUSTRIAL COATINGS INC,5430 EASTHAMPTON DR,HOUSTON,HARRIS,48201,77039,4.82E+14,29.901094,-95.310285,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83
110005146494,PHILLIPS 66,5757 BELLAIRE BLVD,HOUSTON,HARRIS,48201,77081,4.82E+14,29.70547,-95.48222,30,CENTER OF A FACILITY OR STATION,NAD83
